IPD_01_01_001,IPD_02_01_001,name,type,label,value
1,豆腐製造、豆腐職人,NA,教育と訓練,入職前の訓練期間(平均年数),1.1135701275045538
1,豆腐製造、豆腐職人,NA,教育と訓練,入職前の実務経験(平均年数),0.7077505827505828
1,豆腐製造、豆腐職人,NA,教育と訓練,入職後の訓練期間(平均年数),1.0191921954777536
2,パン製造、パン職人,IPD_04_01_001,職業興味,現実的,3.473
2,パン製造、パン職人,IPD_04_01_002,職業興味,研究的,3.436
2,パン製造、パン職人,IPD_04_01_003,職業興味,芸術的,3.255
2,パン製造、パン職人,IPD_04_01_004,職業興味,社会的,3.309
2,パン製造、パン職人,IPD_04_01_005,職業興味,企業的,3
2,パン製造、パン職人,IPD_04_01_006,職業興味,慣習的,3.236
2,パン製造、パン職人,IPD_04_02_001,仕事価値観,達成感,3.6
2,パン製造、パン職人,IPD_04_02_002,仕事価値観,自律性,3.4
2,パン製造、パン職人,IPD_04_02_003,仕事価値観,社会的認知・地位,3.055
2,パン製造、パン職人,IPD_04_02_004,仕事価値観,良好な対人関係,3.527
2,パン製造、パン職人,IPD_04_02_005,仕事価値観,労働条件(雇用や報酬の安定性),3.109
2,パン製造、パン職人,IPD_04_02_006,仕事価値観,労働安全衛生,3.309
2,パン製造、パン職人,IPD_04_02_007,仕事価値観,組織的な支援体制,3.073
2,パン製造、パン職人,IPD_04_02_008,仕事価値観,専門性,3.527
2,パン製造、パン職人,IPD_04_02_009,仕事価値観,奉仕・社会貢献,3.055
2,パン製造、パン職人,IPD_04_02_010,仕事価値観,私生活との両立,3.364
2,パン製造、パン職人,IPD_04_03_01_001,スキル,読解力,2.291
2,パン製造、パン職人,IPD_04_03_01_002,スキル,傾聴力,2.927
2,パン製造、パン職人,IPD_04_03_01_003,スキル,文章力,2.309
2,パン製造、パン職人,IPD_04_03_01_004,スキル,説明力,2.727
2,パン製造、パン職人,IPD_04_03_01_005,スキル,外国語を読む,1
2,パン製造、パン職人,IPD_04_03_01_006,スキル,外国語を聞く,1.018
2,パン製造、パン職人,IPD_04_03_01_007,スキル,外国語で書く,0.982
2,パン製造、パン職人,IPD_04_03_01_008,スキル,外国語で話す,0.909
2,パン製造、パン職人,IPD_04_03_01_009,スキル,数学的素養,1.927
2,パン製造、パン職人,IPD_04_03_01_010,スキル,科学的素養,1.291
2,パン製造、パン職人,IPD_04_03_01_011,スキル,論理と推論(批判的思考),1.545
2,パン製造、パン職人,IPD_04_03_01_012,スキル,新しい情報の応用力,2.109
2,パン製造、パン職人,IPD_04_03_01_013,スキル,学習方法の選択・実践,2.055
2,パン製造、パン職人,IPD_04_03_01_014,スキル,継続的観察と評価,1.891
2,パン製造、パン職人,IPD_04_03_01_015,スキル,他者の反応の理解,2.418
2,パン製造、パン職人,IPD_04_03_01_016,スキル,他者との調整,2.327
2,パン製造、パン職人,IPD_04_03_01_017,スキル,説得,2.018
2,パン製造、パン職人,IPD_04_03_01_018,スキル,交渉,2.018
2,パン製造、パン職人,IPD_04_03_01_019,スキル,指導,2.618
2,パン製造、パン職人,IPD_04_03_01_020,スキル,対人援助サービス,2.164
2,パン製造、パン職人,IPD_04_03_01_021,スキル,複雑な問題解決,2.255
2,パン製造、パン職人,IPD_04_03_01_022,スキル,要件分析(仕様作成),1.927
2,パン製造、パン職人,IPD_04_03_01_023,スキル,カスタマイズと開発,1.764
2,パン製造、パン職人,IPD_04_03_01_024,スキル,道具、機器、設備の選択,2.2
2,パン製造、パン職人,IPD_04_03_01_025,スキル,設置と設定,1.673
2,パン製造、パン職人,IPD_04_03_01_026,スキル,プログラミング,1.073
2,パン製造、パン職人,IPD_04_03_01_027,スキル,計器監視,1.436
2,パン製造、パン職人,IPD_04_03_01_028,スキル,操作と制御,1.727
2,パン製造、パン職人,IPD_04_03_01_029,スキル,保守点検,1.6
2,パン製造、パン職人,IPD_04_03_01_030,スキル,故障等の原因特定,1.891
2,パン製造、パン職人,IPD_04_03_01_031,スキル,修理,1.764
2,パン製造、パン職人,IPD_04_03_01_032,スキル,クオリティチェック,2.127
2,パン製造、パン職人,IPD_04_03_01_033,スキル,合理的な意思決定,2.018
2,パン製造、パン職人,IPD_04_03_01_034,スキル,企業・組織の活動の分析,1.727
2,パン製造、パン職人,IPD_04_03_01_035,スキル,企業・組織の活動の評価,1.782
2,パン製造、パン職人,IPD_04_03_01_036,スキル,時間管理,2.473
2,パン製造、パン職人,IPD_04_03_01_037,スキル,資金管理,1.618
2,パン製造、パン職人,IPD_04_03_01_038,スキル,資材管理,1.764
2,パン製造、パン職人,IPD_04_03_01_039,スキル,人材管理,1.945
2,パン製造、パン職人,IPD_04_04_01_001,知識,ビジネスと経営,1.255
2,パン製造、パン職人,IPD_04_04_01_002,知識,事務処理,1
2,パン製造、パン職人,IPD_04_04_01_003,知識,経済学・会計学,1.127
2,パン製造、パン職人,IPD_04_04_01_004,知識,販売・マーケティング,1.636
2,パン製造、パン職人,IPD_04_04_01_005,知識,顧客サービス・対人サービス,1.673
2,パン製造、パン職人,IPD_04_04_01_006,知識,人事労務管理,1.109
2,パン製造、パン職人,IPD_04_04_01_007,知識,輸送,0.964
2,パン製造、パン職人,IPD_04_04_01_008,知識,生産・加工,1.945
2,パン製造、パン職人,IPD_04_04_01_009,知識,農業・畜産業,0.909
2,パン製造、パン職人,IPD_04_04_01_010,知識,工学,1.036
2,パン製造、パン職人,IPD_04_04_01_011,知識,コンピュータと電子工学,0.782
2,パン製造、パン職人,IPD_04_04_01_012,知識,設計,0.818
2,パン製造、パン職人,IPD_04_04_01_013,知識,建築・建設,0.727
2,パン製造、パン職人,IPD_04_04_01_014,知識,機械,1.164
2,パン製造、パン職人,IPD_04_04_01_015,知識,数学,1.109
2,パン製造、パン職人,IPD_04_04_01_016,知識,物理学,0.927
2,パン製造、パン職人,IPD_04_04_01_017,知識,化学,0.891
2,パン製造、パン職人,IPD_04_04_01_018,知識,生物学,0.873
2,パン製造、パン職人,IPD_04_04_01_019,知識,心理学,1.2
2,パン製造、パン職人,IPD_04_04_01_020,知識,社会学,1.236
2,パン製造、パン職人,IPD_04_04_01_021,知識,地理学,0.909
2,パン製造、パン職人,IPD_04_04_01_022,知識,医学・歯学,0.818
2,パン製造、パン職人,IPD_04_04_01_023,知識,セラピーとカウンセリング,0.745
2,パン製造、パン職人,IPD_04_04_01_024,知識,教育訓練,1.036
2,パン製造、パン職人,IPD_04_04_01_025,知識,日本語の語彙・文法,0.982
2,パン製造、パン職人,IPD_04_04_01_026,知識,外国語の語彙・文法,0.782
2,パン製造、パン職人,IPD_04_04_01_027,知識,芸術,0.855
2,パン製造、パン職人,IPD_04_04_01_028,知識,歴史学・考古学,0.6
2,パン製造、パン職人,IPD_04_04_01_029,知識,哲学・宗教学,0.6
2,パン製造、パン職人,IPD_04_04_01_030,知識,公衆安全・危機管理,0.982
2,パン製造、パン職人,IPD_04_04_01_031,知識,法律学、政治学,0.727
2,パン製造、パン職人,IPD_04_04_01_032,知識,通信技術,0.673
2,パン製造、パン職人,IPD_04_04_01_033,知識,コミュニケーションとメディア,1.036
2,パン製造、パン職人,IPD_04_05_001,仕事の性質,他者とのかかわり,3.891
2,パン製造、パン職人,IPD_04_05_002,仕事の性質,対面での議論,3.182
2,パン製造、パン職人,IPD_04_05_003,仕事の性質,電話での会話,2.727
2,パン製造、パン職人,IPD_04_05_004,仕事の性質,ビジネスレターやメモの作成,2.055
2,パン製造、パン職人,IPD_04_05_005,仕事の性質,仕事上での他者との対立,2.218
2,パン製造、パン職人,IPD_04_05_006,仕事の性質,時間的切迫,3.455
2,パン製造、パン職人,IPD_04_05_007,仕事の性質,グループやチームでの仕事,3.364
2,パン製造、パン職人,IPD_04_05_008,仕事の性質,外部の顧客等との接触,3.145
2,パン製造、パン職人,IPD_04_05_009,仕事の性質,他者と調整し、リードする,3
2,パン製造、パン職人,IPD_04_05_010,仕事の性質,厳密さ、正確さ,3.636
2,パン製造、パン職人,IPD_04_05_011,仕事の性質,同一作業の反復,3.382
2,パン製造、パン職人,IPD_04_05_012,仕事の性質,機器等の速度に応じた作業,3.345
2,パン製造、パン職人,IPD_04_05_013,仕事の性質,結果・成果への責任,3.145
2,パン製造、パン職人,IPD_04_05_014,仕事の性質,空調のきいた屋内作業,4.364
2,パン製造、パン職人,IPD_04_05_015,仕事の性質,空調のきいていない屋内作業,2.218
2,パン製造、パン職人,IPD_04_05_016,仕事の性質,屋外作業,1.909
2,パン製造、パン職人,IPD_04_05_017,仕事の性質,座り作業,1.582
2,パン製造、パン職人,IPD_04_05_018,仕事の性質,立ち作業,4.709
2,パン製造、パン職人,IPD_04_05_019,仕事の性質,反復作業,3.818
2,パン製造、パン職人,IPD_04_05_020,仕事の性質,ミスの影響度,3.018
2,パン製造、パン職人,IPD_04_05_021,仕事の性質,意思決定の自由,2.982
2,パン製造、パン職人,IPD_04_05_022,仕事の性質,仕事の構造化,3.164
2,パン製造、パン職人,NA,教育と訓練,学歴(平均教育年数),13.212351945854484
2,パン製造、パン職人,NA,教育と訓練,入職前の訓練期間(平均年数),0.6339038727524204
2,パン製造、パン職人,NA,教育と訓練,入職前の実務経験(平均年数),0.7889832162373146
2,パン製造、パン職人,NA,教育と訓練,入職後の訓練期間(平均年数),1.1822390572390573
3,洋菓子製造、パティシエ,IPD_04_01_001,職業興味,現実的,3.345
3,洋菓子製造、パティシエ,IPD_04_01_002,職業興味,研究的,3
3,洋菓子製造、パティシエ,IPD_04_01_003,職業興味,芸術的,2.945
3,洋菓子製造、パティシエ,IPD_04_01_004,職業興味,社会的,3.236
3,洋菓子製造、パティシエ,IPD_04_01_005,職業興味,企業的,2.836
3,洋菓子製造、パティシエ,IPD_04_01_006,職業興味,慣習的,3.455
3,洋菓子製造、パティシエ,IPD_04_02_001,仕事価値観,達成感,3.418
3,洋菓子製造、パティシエ,IPD_04_02_002,仕事価値観,自律性,3.2
3,洋菓子製造、パティシエ,IPD_04_02_003,仕事価値観,社会的認知・地位,2.855
3,洋菓子製造、パティシエ,IPD_04_02_004,仕事価値観,良好な対人関係,3.218
3,洋菓子製造、パティシエ,IPD_04_02_005,仕事価値観,労働条件(雇用や報酬の安定性),2.927
3,洋菓子製造、パティシエ,IPD_04_02_006,仕事価値観,労働安全衛生,3.182
3,洋菓子製造、パティシエ,IPD_04_02_007,仕事価値観,組織的な支援体制,2.745
3,洋菓子製造、パティシエ,IPD_04_02_008,仕事価値観,専門性,3.382
3,洋菓子製造、パティシエ,IPD_04_02_009,仕事価値観,奉仕・社会貢献,2.818
3,洋菓子製造、パティシエ,IPD_04_02_010,仕事価値観,私生活との両立,3.091
3,洋菓子製造、パティシエ,IPD_04_03_01_001,スキル,読解力,2.745
3,洋菓子製造、パティシエ,IPD_04_03_01_002,スキル,傾聴力,3.182
3,洋菓子製造、パティシエ,IPD_04_03_01_003,スキル,文章力,2.618
3,洋菓子製造、パティシエ,IPD_04_03_01_004,スキル,説明力,3.436
3,洋菓子製造、パティシエ,IPD_04_03_01_005,スキル,外国語を読む,1.673
3,洋菓子製造、パティシエ,IPD_04_03_01_006,スキル,外国語を聞く,1.618
3,洋菓子製造、パティシエ,IPD_04_03_01_007,スキル,外国語で書く,1.236
3,洋菓子製造、パティシエ,IPD_04_03_01_008,スキル,外国語で話す,1.364
3,洋菓子製造、パティシエ,IPD_04_03_01_009,スキル,数学的素養,2.509
3,洋菓子製造、パティシエ,IPD_04_03_01_010,スキル,科学的素養,1.745
3,洋菓子製造、パティシエ,IPD_04_03_01_011,スキル,論理と推論(批判的思考),2.382
3,洋菓子製造、パティシエ,IPD_04_03_01_012,スキル,新しい情報の応用力,3.018
3,洋菓子製造、パティシエ,IPD_04_03_01_013,スキル,学習方法の選択・実践,3
3,洋菓子製造、パティシエ,IPD_04_03_01_014,スキル,継続的観察と評価,3.164
3,洋菓子製造、パティシエ,IPD_04_03_01_015,スキル,他者の反応の理解,3.182
3,洋菓子製造、パティシエ,IPD_04_03_01_016,スキル,他者との調整,3.255
3,洋菓子製造、パティシエ,IPD_04_03_01_017,スキル,説得,3.091
3,洋菓子製造、パティシエ,IPD_04_03_01_018,スキル,交渉,2.8
3,洋菓子製造、パティシエ,IPD_04_03_01_019,スキル,指導,3.564
3,洋菓子製造、パティシエ,IPD_04_03_01_020,スキル,対人援助サービス,2.691
3,洋菓子製造、パティシエ,IPD_04_03_01_021,スキル,複雑な問題解決,2.782
3,洋菓子製造、パティシエ,IPD_04_03_01_022,スキル,要件分析(仕様作成),2.527
3,洋菓子製造、パティシエ,IPD_04_03_01_023,スキル,カスタマイズと開発,2.836
3,洋菓子製造、パティシエ,IPD_04_03_01_024,スキル,道具、機器、設備の選択,3.2
3,洋菓子製造、パティシエ,IPD_04_03_01_025,スキル,設置と設定,2.673
3,洋菓子製造、パティシエ,IPD_04_03_01_026,スキル,プログラミング,2.018
3,洋菓子製造、パティシエ,IPD_04_03_01_027,スキル,計器監視,2.2
3,洋菓子製造、パティシエ,IPD_04_03_01_028,スキル,操作と制御,2.582
3,洋菓子製造、パティシエ,IPD_04_03_01_029,スキル,保守点検,2.2
3,洋菓子製造、パティシエ,IPD_04_03_01_030,スキル,故障等の原因特定,2.127
3,洋菓子製造、パティシエ,IPD_04_03_01_031,スキル,修理,2.327
3,洋菓子製造、パティシエ,IPD_04_03_01_032,スキル,クオリティチェック,3.055
3,洋菓子製造、パティシエ,IPD_04_03_01_033,スキル,合理的な意思決定,2.836
3,洋菓子製造、パティシエ,IPD_04_03_01_034,スキル,企業・組織の活動の分析,2.345
3,洋菓子製造、パティシエ,IPD_04_03_01_035,スキル,企業・組織の活動の評価,2.491
3,洋菓子製造、パティシエ,IPD_04_03_01_036,スキル,時間管理,3.182
3,洋菓子製造、パティシエ,IPD_04_03_01_037,スキル,資金管理,2.309
3,洋菓子製造、パティシエ,IPD_04_03_01_038,スキル,資材管理,2.545
3,洋菓子製造、パティシエ,IPD_04_03_01_039,スキル,人材管理,2.509
3,洋菓子製造、パティシエ,IPD_04_04_01_001,知識,ビジネスと経営,1.364
3,洋菓子製造、パティシエ,IPD_04_04_01_002,知識,事務処理,1.309
3,洋菓子製造、パティシエ,IPD_04_04_01_003,知識,経済学・会計学,1.091
3,洋菓子製造、パティシエ,IPD_04_04_01_004,知識,販売・マーケティング,2.018
3,洋菓子製造、パティシエ,IPD_04_04_01_005,知識,顧客サービス・対人サービス,2.145
3,洋菓子製造、パティシエ,IPD_04_04_01_006,知識,人事労務管理,1.382
3,洋菓子製造、パティシエ,IPD_04_04_01_007,知識,輸送,1.109
3,洋菓子製造、パティシエ,IPD_04_04_01_008,知識,生産・加工,2.382
3,洋菓子製造、パティシエ,IPD_04_04_01_009,知識,農業・畜産業,0.927
3,洋菓子製造、パティシエ,IPD_04_04_01_010,知識,工学,0.8
3,洋菓子製造、パティシエ,IPD_04_04_01_011,知識,コンピュータと電子工学,0.764
3,洋菓子製造、パティシエ,IPD_04_04_01_012,知識,設計,0.691
3,洋菓子製造、パティシエ,IPD_04_04_01_013,知識,建築・建設,0.473
3,洋菓子製造、パティシエ,IPD_04_04_01_014,知識,機械,0.964
3,洋菓子製造、パティシエ,IPD_04_04_01_015,知識,数学,1.073
3,洋菓子製造、パティシエ,IPD_04_04_01_016,知識,物理学,0.745
3,洋菓子製造、パティシエ,IPD_04_04_01_017,知識,化学,0.855
3,洋菓子製造、パティシエ,IPD_04_04_01_018,知識,生物学,0.727
3,洋菓子製造、パティシエ,IPD_04_04_01_019,知識,心理学,0.927
3,洋菓子製造、パティシエ,IPD_04_04_01_020,知識,社会学,1.055
3,洋菓子製造、パティシエ,IPD_04_04_01_021,知識,地理学,0.618
3,洋菓子製造、パティシエ,IPD_04_04_01_022,知識,医学・歯学,0.618
3,洋菓子製造、パティシエ,IPD_04_04_01_023,知識,セラピーとカウンセリング,0.655
3,洋菓子製造、パティシエ,IPD_04_04_01_024,知識,教育訓練,0.945
3,洋菓子製造、パティシエ,IPD_04_04_01_025,知識,日本語の語彙・文法,0.855
3,洋菓子製造、パティシエ,IPD_04_04_01_026,知識,外国語の語彙・文法,0.618
3,洋菓子製造、パティシエ,IPD_04_04_01_027,知識,芸術,0.927
3,洋菓子製造、パティシエ,IPD_04_04_01_028,知識,歴史学・考古学,0.582
3,洋菓子製造、パティシエ,IPD_04_04_01_029,知識,哲学・宗教学,0.618
3,洋菓子製造、パティシエ,IPD_04_04_01_030,知識,公衆安全・危機管理,1.036
3,洋菓子製造、パティシエ,IPD_04_04_01_031,知識,法律学、政治学,0.709
3,洋菓子製造、パティシエ,IPD_04_04_01_032,知識,通信技術,0.636
3,洋菓子製造、パティシエ,IPD_04_04_01_033,知識,コミュニケーションとメディア,1.036
3,洋菓子製造、パティシエ,IPD_04_05_001,仕事の性質,他者とのかかわり,3.709
3,洋菓子製造、パティシエ,IPD_04_05_002,仕事の性質,対面での議論,3.145
3,洋菓子製造、パティシエ,IPD_04_05_003,仕事の性質,電話での会話,3.255
3,洋菓子製造、パティシエ,IPD_04_05_004,仕事の性質,ビジネスレターやメモの作成,2.327
3,洋菓子製造、パティシエ,IPD_04_05_005,仕事の性質,仕事上での他者との対立,2.345
3,洋菓子製造、パティシエ,IPD_04_05_006,仕事の性質,時間的切迫,3.582
3,洋菓子製造、パティシエ,IPD_04_05_007,仕事の性質,グループやチームでの仕事,3.473
3,洋菓子製造、パティシエ,IPD_04_05_008,仕事の性質,外部の顧客等との接触,3.073
3,洋菓子製造、パティシエ,IPD_04_05_009,仕事の性質,他者と調整し、リードする,3.236
3,洋菓子製造、パティシエ,IPD_04_05_010,仕事の性質,厳密さ、正確さ,3.709
3,洋菓子製造、パティシエ,IPD_04_05_011,仕事の性質,同一作業の反復,3.545
3,洋菓子製造、パティシエ,IPD_04_05_012,仕事の性質,機器等の速度に応じた作業,3.6
3,洋菓子製造、パティシエ,IPD_04_05_013,仕事の性質,結果・成果への責任,3.018
3,洋菓子製造、パティシエ,IPD_04_05_014,仕事の性質,空調のきいた屋内作業,4.436
3,洋菓子製造、パティシエ,IPD_04_05_015,仕事の性質,空調のきいていない屋内作業,2.364
3,洋菓子製造、パティシエ,IPD_04_05_016,仕事の性質,屋外作業,1.909
